Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_077759,Avian orthoreovirus,RefSeq,GCF_003092915.1,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Avian orthoreovirus,1637,complete,S1,Japan:Wakayama,,Hypsipetes amaurotis,abdominal cavity,2011-02
NC_077760,Avian orthoreovirus,RefSeq,GCF_003092915.1,"Kirisawa,R., Ogasawara,Y., Kikuchi,N., Ueda,H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Avian orthoreovirus,1205,complete,S3,Japan:Wakayama,,Hypsipetes amaurotis,abdominal cavity,2011-02
NC_077761,Wenzhou crab virus 2,RefSeq,GCF_003673645.1,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Chuvivirus canceris,4698,complete,2,China,,Charybdis japonica,,2013
NC_077762,Wenzhou crab virus 2,RefSeq,GCF_003673645.1,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Chuvivirus canceris,6959,complete,1,China,,Charybdis japonica,,2013
NC_077763,Lishi spider virus 1,RefSeq,GCF_003673665.1,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Scarabeuvirus lishiense,7051,complete,1,China,,Parasteatoda tepidariorum,,2013
NC_077764,Lishi spider virus 1,RefSeq,GCF_003673665.1,"Li,C.X., Shi,M., Tian,J.H., Lin,X.D., Kang,Y.J., Chen,L.J., Qin,X.C., Xu,J., Holmes,E.C., Zhang,Y.Z., Li,C.-X., Tian,J.-H., Lin,X.-D., Kang,Y.-J., Qin,X.-C., Chen,L.-J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Scarabeuvirus lishiense,4426,complete,2,China,,Parasteatoda tepidariorum,,2013
NC_077769,Infectious bursal disease virus,RefSeq,GCF_003971645.1,"Mundt,E., Muller,H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,"1977, from Schobries et al (1977)",Avibirnavirus gumboroense,3261,complete,A,,,,,
NC_077770,Infectious bursal disease virus,RefSeq,GCF_003971645.1,"Mundt,E., Muller,H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,1977 from Schobries et al (1977),Avibirnavirus gumboroense,2827,complete,B,,,,,
NC_077800,Peach leaf pitting-associated virus,RefSeq,GCF_004114855.1,"He,Y., Cai,L., Zhou,L., Yang,Z., Hong,N., Wang,G., Li,S., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,XJ-6,Fabavirus persicae,3861,complete,RNA2,China,,Prunus persica,,2013-05
NC_077801,Peach leaf pitting-associated virus,RefSeq,GCF_004114855.1,"He,Y., Cai,L., Zhou,L., Yang,Z., Hong,N., Wang,G., Li,S., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,XJ-6,Fabavirus persicae,6357,complete,RNA1,China,,Prunus persica,,2013-05
NC_077802,West African Asystasia virus 1,RefSeq,GCF_004787555.1,"Leke,W.N., Mignouna,D.B., Brown,J.K., Fondong,V.N.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Benin-asystasia-58-14,West African Asystasia virus 1,2661,complete,DNA-B,Benin,,Asystasia,,2014
NC_077803,West African Asystasia virus 1,RefSeq,GCF_004787555.1,"Leke,W.N., Mignouna,D.B., Brown,J.K., Fondong,V.N.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Benin-asystasia-58-14,West African Asystasia virus 1,2728,complete,DNA-A,Benin,,Asystasia,,2014
NC_077806,Mammarenavirus choriomeningitidis,RefSeq,GCF_004789475.1,"Grande-Perez,A., Gomez-Mariano,G., Lowenstein,P.R., Domingo,E.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Mammarenavirus choriomeningitidis,7228,complete,L,,,,,
NC_077807,Mammarenavirus choriomeningitidis,RefSeq,GCF_004789475.1,"Grande-Perez,A., Gomez-Mariano,G., Lowenstein,P.R., Domingo,E.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Mammarenavirus choriomeningitidis,3376,complete,S,,,,,
NC_077808,La Crosse virus,RefSeq,GCF_004789695.1,"Bennett,R.S., Ton,D.R., Hanson,C.T., Murphy,B.R., Whitehead,S.S.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus lacrosseense,984,complete,small,USA: Minnesota,MN,,,1960
NC_077809,La Crosse virus,RefSeq,GCF_004789695.1,"Bennett,R.S., Ton,D.R., Hanson,C.T., Murphy,B.R., Whitehead,S.S.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus lacrosseense,4526,complete,medium,USA: Minnesota,MN,,,1960
NC_077810,La Crosse virus,RefSeq,GCF_004789695.1,"Bennett,R.S., Ton,D.R., Hanson,C.T., Murphy,B.R., Whitehead,S.S.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus lacrosseense,6980,complete,large,USA: Minnesota,MN,,,1960
NC_077817,Botryosphaeria dothidea chrysovirus 1,RefSeq,GCF_004790455.1,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.","National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,3654,complete,RNA 1,China,,Botryosphaeria dothidea,,2013-07-21
NC_077818,Botryosphaeria dothidea chrysovirus 1,RefSeq,GCF_004790455.1,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.","National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,2574,complete,RNA 4,China,,Botryosphaeria dothidea,,2013-07-21
NC_077819,Botryosphaeria dothidea chrysovirus 1,RefSeq,GCF_004790455.1,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.","National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,2597,complete,RNA 3,China,,Botryosphaeria dothidea,,2013-07-21
NC_077820,Botryosphaeria dothidea chrysovirus 1,RefSeq,GCF_004790455.1,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.","National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,2773,complete,RNA 2,China,,Botryosphaeria dothidea,,2013-07-21
NC_077825,Calla lily chlorotic spot virus,RefSeq,GCF_004790615.1,"Chen,T.-C., Li,J.-T., Lin,Y.-P., Yeh,Y.-C., Kang,Y.-C., Huang,L.-H., Yeh,S.-D.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthotospovirus callaflavi,8911,complete,L,Taiwan,,Lilium,,2001-05
NC_077826,Calla lily chlorotic spot virus,RefSeq,GCF_004790615.1,"Lin,Y.H., Chen,T.C., Hsu,H.T., Liu,F.L., Chu,F.H., Chen,C.C., Lin,Y.Z., Yeh,S.D., Chen,T.-C., Lin,Y.-H., Yeh,S.-D.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Calla lily,Orthotospovirus callaflavi,3172,complete,,Taiwan,,,,
NC_077827,Calla lily chlorotic spot virus,RefSeq,GCF_004790615.1,"Chen,T.-C., Li,J.-T., Lin,Y.-P., Yeh,Y.-C., Kang,Y.-C., Huang,L.-H., Yeh,S.-D.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthotospovirus callaflavi,4704,complete,M,Taiwan,,Lilium,,2001-05
NC_077828,Orthobunyavirus thimiriense,RefSeq,GCF_006297945.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus thimiriense,984,complete,S,"India: Thimiri, Walljah Tk., N. Arcot District",,Ardeola grayii,,1963-08-23
NC_077829,Orthobunyavirus thimiriense,RefSeq,GCF_006297945.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus thimiriense,4443,complete,M,"India: Thimiri, Walljah Tk., N. Arcot District",,Ardeola grayii,,1963-08-23
NC_077830,Orthobunyavirus thimiriense,RefSeq,GCF_006297945.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus thimiriense,6991,complete,L,"India: Thimiri, Walljah Tk., N. Arcot District",,Ardeola grayii,,1963-08-23
NC_077831,Main Drain virus,RefSeq,GCF_006298005.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus kernense,6847,complete,L,USA: New Mexico,NM,Aedes vexans,,1972
NC_077832,Main Drain virus,RefSeq,GCF_006298005.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus kernense,939,complete,S,USA: New Mexico,NM,Aedes vexans,,1972
NC_077833,Main Drain virus,RefSeq,GCF_006298005.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus kernense,4481,complete,M,USA: New Mexico,NM,Aedes vexans,,1972
NC_077834,Manzanilla virus,RefSeq,GCF_006298165.1,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.","National Center for Biotechnology Information, NIH",USA,2023-05-06,TRVL 3586,Orthobunyavirus manzanillaense,4516,complete,M,Trinidad and Tobago: Trinidad,,Alouatta seniculus,,1954
NC_077835,Manzanilla virus,RefSeq,GCF_006298165.1,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.","National Center for Biotechnology Information, NIH",USA,2023-05-06,TRVL 3586,Orthobunyavirus manzanillaense,982,complete,S,Trinidad and Tobago: Trinidad,,Alouatta seniculus,,1954
NC_077836,Manzanilla virus,RefSeq,GCF_006298165.1,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.","National Center for Biotechnology Information, NIH",USA,2023-05-06,TRVL 3586,Orthobunyavirus manzanillaense,6916,complete,L,Trinidad and Tobago: Trinidad,,Alouatta seniculus,,1954
NC_077837,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,1198,complete,S3,USA,,Homo sapiens,,2002-01
NC_077838,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,1196,complete,S4,USA,,Homo sapiens,,2002-01
NC_077839,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,3860,complete,L1,USA,,Homo sapiens,,2002-01
NC_077840,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,3916,complete,L2,USA,,Homo sapiens,,2002-01
NC_077841,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,2304,complete,M1,USA,,Homo sapiens,,2002-01
NC_077842,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,3901,complete,L3,USA,,Homo sapiens,,2002-01
NC_077843,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,2207,complete,M2,USA,,Homo sapiens,,2002-01
NC_077844,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,1416,complete,S1,USA,,Homo sapiens,,2002-01
NC_077845,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,2241,complete,M3,USA,,Homo sapiens,,2002-01
NC_077846,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,1331,complete,S2,USA,,Homo sapiens,,2002-01
NC_077869,Chilibre virus,RefSeq,GCF_008802735.1,"Hughes,H.R., Russell,B.J., Lambert,A.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,VP-118D,Pacuvirus chilibreense,1052,complete,S,Panama: Canal Zone,,Lutzomyia,,1969-09-29
NC_077870,Chilibre virus,RefSeq,GCF_008802735.1,"Hughes,H.R., Russell,B.J., Lambert,A.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,VP-118D,Pacuvirus chilibreense,6836,complete,L,Panama: Canal Zone,,Lutzomyia,,1969-09-29
NC_077871,Chilibre virus,RefSeq,GCF_008802735.1,"Hughes,H.R., Russell,B.J., Lambert,A.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,VP-118D,Pacuvirus chilibreense,4655,complete,M,Panama: Canal Zone,,Lutzomyia,,1969-09-29
NC_078006,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,1845,complete,10,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078007,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,971,complete,11,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078008,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,3513,complete,3,Cote d'Ivoire,,Chaerephon aloysiisabaudiae,blood,2009
NC_078009,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,3041,complete,5,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078010,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,1398,complete,42,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078011,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,1794,complete,41,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078012,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,3987,complete,2,Cote d'Ivoire,,Chaerephon aloysiisabaudiae,blood,2009
NC_078013,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,1857,complete,9,Cote d'Ivoire,,Chaerephon aloysiisabaudiae,blood,2009
NC_078014,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,4356,complete,1,Cote d'Ivoire,,Chaerephon aloysiisabaudiae,blood,2009
NC_078015,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,2176,complete,8,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078016,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,1716,complete,RNA5a,Turkey,,Pistacia vera,,2017-06-10
NC_078017,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,1340,complete,RNA6,Turkey,,Pistacia vera,,2017-06-10
NC_078018,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,1709,complete,RNA7,Turkey,,Pistacia vera,,2017-06-10
NC_078019,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,7027,complete,RNA1,Turkey,,Pistacia vera,,2017-06-10
NC_078020,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,2245,complete,RNA2,Turkey,,Pistacia vera,,2017-06-10
NC_078021,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,1711,complete,RNA5b,Turkey,,Pistacia vera,,2017-06-10
NC_078022,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,1525,complete,RNA3,Turkey,,Pistacia vera,,2017-06-10
NC_078023,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,1550,complete,RNA4,Turkey,,Pistacia vera,,2017-06-10
NC_078024,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,1122,complete,RNA 5,China,,Colletotrichum camelliae,,
NC_078025,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,990,complete,RNA 8,China,,Colletotrichum camelliae,,
NC_078026,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,1299,complete,RNA 4,China,,Colletotrichum camelliae,,
NC_078027,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,1085,complete,RNA 6,China,,Colletotrichum camelliae,,
