Accession,Organism_Name,GenBank_RefSeq,Assembly,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Genus,Length,Nuc_Completeness,Segment,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
NC_077810,La Crosse virus,RefSeq,GCF_004789695.1,"Bennett,R.S., Ton,D.R., Hanson,C.T., Murphy,B.R., Whitehead,S.S.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus lacrosseense,Orthobunyavirus,6980,complete,large,USA: Minnesota,MN,,,1960
NC_077817,Botryosphaeria dothidea chrysovirus 1,RefSeq,GCF_004790455.1,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.","National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,Betachrysovirus,3654,complete,RNA 1,China,,Botryosphaeria dothidea,,2013-07-21
NC_077818,Botryosphaeria dothidea chrysovirus 1,RefSeq,GCF_004790455.1,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.","National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,Betachrysovirus,2574,complete,RNA 4,China,,Botryosphaeria dothidea,,2013-07-21
NC_077819,Botryosphaeria dothidea chrysovirus 1,RefSeq,GCF_004790455.1,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.","National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,Betachrysovirus,2597,complete,RNA 3,China,,Botryosphaeria dothidea,,2013-07-21
NC_077820,Botryosphaeria dothidea chrysovirus 1,RefSeq,GCF_004790455.1,"Wang,L., Jiang,J., Wang,Y., Hong,N., Zhang,F., Xu,W., Wang,G.","National Center for Biotechnology Information, NIH",USA,2023-05-06,LW-1,Betachrysovirus botryosphaeriae,Betachrysovirus,2773,complete,RNA 2,China,,Botryosphaeria dothidea,,2013-07-21
NC_077825,Calla lily chlorotic spot virus,RefSeq,GCF_004790615.1,"Chen,T.-C., Li,J.-T., Lin,Y.-P., Yeh,Y.-C., Kang,Y.-C., Huang,L.-H., Yeh,S.-D.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthotospovirus callaflavi,Orthotospovirus,8911,complete,L,Taiwan,,Lilium,,2001-05
NC_077827,Calla lily chlorotic spot virus,RefSeq,GCF_004790615.1,"Chen,T.-C., Li,J.-T., Lin,Y.-P., Yeh,Y.-C., Kang,Y.-C., Huang,L.-H., Yeh,S.-D.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthotospovirus callaflavi,Orthotospovirus,4704,complete,M,Taiwan,,Lilium,,2001-05
NC_077828,Orthobunyavirus thimiriense,RefSeq,GCF_006297945.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus thimiriense,Orthobunyavirus,984,complete,S,"India: Thimiri, Walljah Tk., N. Arcot District",,Ardeola grayii,,1963-08-23
NC_077829,Orthobunyavirus thimiriense,RefSeq,GCF_006297945.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus thimiriense,Orthobunyavirus,4443,complete,M,"India: Thimiri, Walljah Tk., N. Arcot District",,Ardeola grayii,,1963-08-23
NC_077830,Orthobunyavirus thimiriense,RefSeq,GCF_006297945.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus thimiriense,Orthobunyavirus,6991,complete,L,"India: Thimiri, Walljah Tk., N. Arcot District",,Ardeola grayii,,1963-08-23
NC_077831,Main Drain virus,RefSeq,GCF_006298005.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus kernense,Orthobunyavirus,6847,complete,L,USA: New Mexico,NM,Aedes vexans,,1972
NC_077832,Main Drain virus,RefSeq,GCF_006298005.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus kernense,Orthobunyavirus,939,complete,S,USA: New Mexico,NM,Aedes vexans,,1972
NC_077833,Main Drain virus,RefSeq,GCF_006298005.1,"Kapuscinski,M.L., Bergren,N.A., Russell,B.J., Lee,J.S., Borland,E.M., Hartman,D.A., King,D.C., Hughes,H.R., Burkhalter,K.L., Kading,R.C., Stenglein,M.D., Layton,M., Bergren,N., Lee,J., Russell,B., Stenglein,M., Kading,R.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Orthobunyavirus kernense,Orthobunyavirus,4481,complete,M,USA: New Mexico,NM,Aedes vexans,,1972
NC_077834,Manzanilla virus,RefSeq,GCF_006298165.1,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.","National Center for Biotechnology Information, NIH",USA,2023-05-06,TRVL 3586,Orthobunyavirus manzanillaense,Orthobunyavirus,4516,complete,M,Trinidad and Tobago: Trinidad,,Alouatta seniculus,,1954
NC_077835,Manzanilla virus,RefSeq,GCF_006298165.1,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.","National Center for Biotechnology Information, NIH",USA,2023-05-06,TRVL 3586,Orthobunyavirus manzanillaense,Orthobunyavirus,982,complete,S,Trinidad and Tobago: Trinidad,,Alouatta seniculus,,1954
NC_077836,Manzanilla virus,RefSeq,GCF_006298165.1,"Ladner,J.T., Savji,N., Lofts,L., Travassos da Rosa,A., Wiley,M.R., Gestole,M.C., Rosen,G.E., Guzman,H., Vasconcelos,P.F., Nunes,M.R., J Kochel,T., Lipkin,W.I., Tesh,R.B., Palacios,G., Wiley,M., Vasconcelos,P.F.C., Nunes,M.R.T., Lipkin,I.","National Center for Biotechnology Information, NIH",USA,2023-05-06,TRVL 3586,Orthobunyavirus manzanillaense,Orthobunyavirus,6916,complete,L,Trinidad and Tobago: Trinidad,,Alouatta seniculus,,1954
NC_077837,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,1198,complete,S3,USA,,Homo sapiens,,2002-01
NC_077838,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,1196,complete,S4,USA,,Homo sapiens,,2002-01
NC_077839,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,3860,complete,L1,USA,,Homo sapiens,,2002-01
NC_077840,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,3916,complete,L2,USA,,Homo sapiens,,2002-01
NC_077841,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,2304,complete,M1,USA,,Homo sapiens,,2002-01
NC_077842,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,3901,complete,L3,USA,,Homo sapiens,,2002-01
NC_077843,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,2207,complete,M2,USA,,Homo sapiens,,2002-01
NC_077844,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,1416,complete,S1,USA,,Homo sapiens,,2002-01
NC_077845,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,2241,complete,M3,USA,,Homo sapiens,,2002-01
NC_077846,Mammalian orthoreovirus 3 Dearing,RefSeq,GCF_006298385.1,"Hosseini,M., Brown,E.G., Bell,J.C.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Dearing,Mammalian orthoreovirus,Orthoreovirus,1331,complete,S2,USA,,Homo sapiens,,2002-01
NC_077869,Chilibre virus,RefSeq,GCF_008802735.1,"Hughes,H.R., Russell,B.J., Lambert,A.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,VP-118D,Pacuvirus chilibreense,Pacuvirus,1052,complete,S,Panama: Canal Zone,,Lutzomyia,,1969-09-29
NC_077870,Chilibre virus,RefSeq,GCF_008802735.1,"Hughes,H.R., Russell,B.J., Lambert,A.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,VP-118D,Pacuvirus chilibreense,Pacuvirus,6836,complete,L,Panama: Canal Zone,,Lutzomyia,,1969-09-29
NC_077871,Chilibre virus,RefSeq,GCF_008802735.1,"Hughes,H.R., Russell,B.J., Lambert,A.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,VP-118D,Pacuvirus chilibreense,Pacuvirus,4655,complete,M,Panama: Canal Zone,,Lutzomyia,,1969-09-29
NC_078006,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,1845,complete,10,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078007,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,971,complete,11,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078009,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,3041,complete,5,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078010,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,1398,complete,42,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078011,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,1794,complete,41,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078012,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,Coltivirus,3987,complete,2,Cote d'Ivoire,,Chaerephon aloysiisabaudiae,blood,2009
NC_078013,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,Coltivirus,1857,complete,9,Cote d'Ivoire,,Chaerephon aloysiisabaudiae,blood,2009
NC_078014,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H.","National Center for Biotechnology Information, NIH",USA,2023-05-06,B30,Tai Forest coltivirus,Coltivirus,4356,complete,1,Cote d'Ivoire,,Chaerephon aloysiisabaudiae,blood,2009
NC_078015,Tai Forest reovirus,RefSeq,GCF_013086105.1,"Weiss,S., Dabrowski,P.W., Kurth,A., Leendertz,S.A.J., Leendertz,F.H., Dabrowski,W.P., Leendertz,S.J.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Tai Forest coltivirus,Coltivirus,2176,complete,8,Cote d'Ivoire: Tai National Park,,Molossidae,,2006
NC_078016,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,1716,complete,RNA5a,Turkey,,Pistacia vera,,2017-06-10
NC_078017,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,1340,complete,RNA6,Turkey,,Pistacia vera,,2017-06-10
NC_078018,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,1709,complete,RNA7,Turkey,,Pistacia vera,,2017-06-10
NC_078019,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,7027,complete,RNA1,Turkey,,Pistacia vera,,2017-06-10
NC_078020,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,2245,complete,RNA2,Turkey,,Pistacia vera,,2017-06-10
NC_078021,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,1711,complete,RNA5b,Turkey,,Pistacia vera,,2017-06-10
NC_078022,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,1525,complete,RNA3,Turkey,,Pistacia vera,,2017-06-10
NC_078023,Pistacia emaravirus,RefSeq,GCF_013086125.1,"Buzkan,N., Chiumenti,M., Sarpkaya,O.K., Karadag,S., Massart,S., Minafra,A.","National Center for Biotechnology Information, NIH",USA,2023-05-06,55,Pistacia emaravirus,Emaravirus,1550,complete,RNA4,Turkey,,Pistacia vera,,2017-06-10
NC_078024,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,1122,complete,RNA 5,China,,Colletotrichum camelliae,,
NC_078025,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,990,complete,RNA 8,China,,Colletotrichum camelliae,,
NC_078026,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,1299,complete,RNA 4,China,,Colletotrichum camelliae,,
NC_078027,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,1085,complete,RNA 6,China,,Colletotrichum camelliae,,
NC_078028,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,2444,complete,RNA 1,China,,Colletotrichum camelliae,,
NC_078029,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,2253,complete,RNA 2,China,,Colletotrichum camelliae,,
NC_078030,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,1053,complete,RNA 7,China,,Colletotrichum camelliae,,
NC_078031,Colletotrichum camelliae filamentous virus 1,RefSeq,GCF_013086135.1,"Jia,H., Dong,K., Zhou,L., Wang,G., Hong,N., Jiang,D., Xu,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Colletotrichum camelliae polymycovirus 1,Polymycovirus,2012,complete,RNA 3,China,,Colletotrichum camelliae,,
NC_078037,Aspergillus spelaeus tetramycovirus 1,RefSeq,GCF_013086225.1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,MUT1993,Aspergillus spelaeus polymycovirus 1,Polymycovirus,1968,complete,RNA3,Italy,,Aspergillus spelaeus,,2017-01
NC_078038,Aspergillus spelaeus tetramycovirus 1,RefSeq,GCF_013086225.1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,MUT1993,Aspergillus spelaeus polymycovirus 1,Polymycovirus,2219,complete,RNA4,Italy,,Aspergillus spelaeus,,2017-01
NC_078039,Aspergillus spelaeus tetramycovirus 1,RefSeq,GCF_013086225.1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,MUT1993,Aspergillus spelaeus polymycovirus 1,Polymycovirus,2384,complete,RNA1,Italy,,Aspergillus spelaeus,,2017-01
NC_078040,Aspergillus spelaeus tetramycovirus 1,RefSeq,GCF_013086225.1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,MUT1993,Aspergillus spelaeus polymycovirus 1,Polymycovirus,1194,complete,RNA2,Italy,,Aspergillus spelaeus,,2017-01
NC_078041,Arumowot virus,RefSeq,GCF_013086265.1,"Ly,H.J., Lokugamage,N., Nishiyama,S., Ikegami,T.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Ar 1286-64,Phlebovirus arumowotense,Phlebovirus,4088,complete,M,Sudan,,Culex antennatus,,1963
NC_078042,Arumowot virus,RefSeq,GCF_013086265.1,"Ly,H.J., Lokugamage,N., Nishiyama,S., Ikegami,T.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Ar 1286-64,Phlebovirus arumowotense,Phlebovirus,6376,complete,L,Sudan,,Culex antennatus,,1963
NC_078043,Arumowot virus,RefSeq,GCF_013086265.1,"Ly,H.J., Lokugamage,N., Nishiyama,S., Ikegami,T.","National Center for Biotechnology Information, NIH",USA,2023-05-06,Ar 1286-64,Phlebovirus arumowotense,Phlebovirus,1798,complete,S,Sudan,,Culex antennatus,,1963
NC_078044,Salobo virus,RefSeq,GCF_013086415.1,"Palacios,G., Savji,N., Sze,W., Tesh,R., Lipkin,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus saloboense,Phlebovirus,4400,complete,M,,,,,
NC_078045,Salobo virus,RefSeq,GCF_013086415.1,"Palacios,G., Savji,N., Sze,W., Tesh,R., Lipkin,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus saloboense,Phlebovirus,6427,complete,L,,,,,
NC_078046,Salobo virus,RefSeq,GCF_013086415.1,"Palacios,G., Savji,N., Sze,W., Tesh,R., Lipkin,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus saloboense,Phlebovirus,1727,complete,S,,,,,
NC_078047,Nile warbler virus,RefSeq,GCF_013086465.1,"Palacios,G., Savji,N., Sze,W., Hutchinson,S., Tesh,R., Travassos da Rosa,A., Lipkin,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Uukuvirus schmidti,Uukuvirus,1718,complete,S,,,,,
NC_078048,Nile warbler virus,RefSeq,GCF_013086465.1,"Palacios,G., Savji,N., Sze,W., Hutchinson,S., Tesh,R., Travassos da Rosa,A., Lipkin,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Uukuvirus schmidti,Uukuvirus,6425,complete,L,,,,,
NC_078049,Nile warbler virus,RefSeq,GCF_013086465.1,"Palacios,G., Savji,N., Sze,W., Hutchinson,S., Tesh,R., Travassos da Rosa,A., Lipkin,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Uukuvirus schmidti,Uukuvirus,3233,complete,M,,,,,
NC_078050,Leticia virus,RefSeq,GCF_013086495.1,"Palacios,G., Savji,N., Sze,W., Hutchinson,S., Tesh,R., Travassos da Rosa,A., Lipkin,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus leticiaense,Phlebovirus,4325,complete,M,,,,,
NC_078051,Leticia virus,RefSeq,GCF_013086495.1,"Palacios,G., Savji,N., Sze,W., Hutchinson,S., Tesh,R., Travassos da Rosa,A., Lipkin,W.","National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus leticiaense,Phlebovirus,6453,complete,L,,,,,
